,ConstituentID,Classification,DateAcquired,Cataloged,ObjectID,Height(cm),Width(cm)
68813,1965.0,Print,04/12/1969,Y,75626,40.1,32.0
6117,5173.0,Design,24/10/1990,Y,7784,102.9,73.0
59857,5042.0,Print,23/04/1974,Y,65577,53.9,66.0
84633,4243.0,Installation,06/10/2005,Y,100289,60.32512065,190.5
21733,1492.0,Illustrated Book,06/10/1964,N,24100,2.2,2.8
50295,5791.0,Photograph,17/12/1981,Y,54775,17.0,21.0
46694,4109.0,Photograph,14/04/1964,N,50882,35.5,27.9
67305,1118.0,Print,09/02/1967,Y,73934,75.7,54.8
52657,4036.0,Photograph,09/11/1965,Y,57215,50.0,40.6
101421,7342.0,Design,17/10/2016,Y,145115,66.99263399,61.59512319
4365,11426.0,Design,06/04/1965,Y,5920,83.8,58.4
100466,5988.0,Sculpture,09/12/2010,Y,143330,,
123154,18701.0,Audio,08/10/2008,N,223492,0.0,0.0
89582,7824.0,Video,10/12/2007,Y,114711,,
75365,24413.0,Photograph,13/12/2001,Y,83972,29.8,23.8
51675,5328.0,Photograph,10/12/1941,Y,56214,24.1,33.0
13097,5293.0,Illustrated Book,07/11/1952,Y,15166,18.1,12.0
49256,3373.0,Photograph,15/06/1995,Y,53551,24.7,34.4
100952,,Periodical,10/11/2010,N,144318,30.8,23.2
67827,2635.0,Print,28/10/1969,Y,74558,53.3,53.3
126339,7644.0,Design,12/02/2018,N,289828,,
47426,3027.0,Photograph,04/06/1974,Y,51647,24.8,31.8
129864,1859.0,Print,04/06/2007,Y,407276,42.0,29.7
12635,4510.0,Illustrated Book,16/10/1991,N,14694,38.0,27.7
1668,8451.0,Design,04/12/1958,Y,2662,21.59,19.0
122899,67458.0,Drawing,,Y,222458,25.4000508,36.83007366
50114,8098.0,Photograph,09/12/1999,Y,54590,45.3,31.5
98352,6377.0,Installation,08/10/2008,N,138096,6.0,2.0
87036,7166.0,Mies van der Rohe Archive,06/11/1974,Y,106463,21.1138,29.5276
38686,229.0,Photograph,06/03/1968,Y,42393,22.7,17.8
48960,2452.0,Photograph,18/12/1986,Y,53242,50.5,40.8
105919,740.0,Photograph,09/05/2012,Y,157723,23.6,19.3
123546,4520.0,Photograph,,N,270894,25.4,20.3
56983,1528.0,Print,30/05/1989,Y,62356,38.9,55.8
25298,3697.0,Illustrated Book,06/10/1964,N,27695,14.3,10.4
79886,5042.0,Print,11/03/2004,Y,91913,46.6,56.8
69061,4278.0,Print,04/12/1969,Y,75891,79.8,55.8
122603,5281.0,Drawing,,Y,221779,,
107797,42466.0,Architecture,15/10/2012,Y,164207,74.29514859,68.58013716
27403,4609.0,Illustrated Book,06/10/1964,Y,29813,18.2,18.8
69490,2344.0,Print,04/12/1969,N,76359,37.9,52.4
68938,8331.0,Video,24/01/2001,Y,75761,12.3,
41785,5623.0,Photograph,12/02/1975,N,45623,20.9,16.1
38174,229.0,Photograph,06/03/1968,N,41880,,
49341,6329.0,Photograph,10/06/1941,Y,53639,24.1,19.1
106722,220.0,Multiple,22/05/2012,Y,161828,33.02006604,45.2
74053,4348.0,Drawing,08/05/2001,Y,82222,96.5202,63.5001
90731,35204.0,Painting,08/02/2012,N,118889,111.7602235,62.86512573
95434,6269.0,Multiple,08/10/2008,Y,132100,18.0,14.0
123899,2930.0,Print,18/10/2017,Y,273970,28.5,19.8
17558,1784.0,Illustrated Book,24/01/2001,Y,19882,35.7,26.7
88201,7855.0,Photograph,10/05/2007,N,109435,40.6401,30.4801
126026,588.0,Drawing,05/11/2018,N,288879,20.95504191,14.92252985
72294,4587.0,Painting,11/10/1994,Y,79715,7.0,5.8
73402,4609.0,Sculpture,09/10/1984,Y,81260,120.7,24.9
110367,41829.0,Print,07/02/2013,N,169583,,
11100,3083.0,Illustrated Book,06/05/1981,N,13029,32.2,42.2
100296,7166.0,Mies van der Rohe Archive,,Y,142941,20.955,29.8451
22101,1500.0,Illustrated Book,06/10/1964,N,24471,4.4,3.9
79202,7500.0,Drawing,10/02/2004,Y,89520,40.6401,35.2426
86627,,Work on Paper,01/07/2005,N,105943,150.1778,110.4902
62994,2327.0,Print,10/11/1977,N,69107,,
29234,2779.0,Illustrated Book,06/10/1964,Y,31658,7.9,10.8
7209,1906.0,Design,05/04/1940,N,8902,76.2,55.9
126631,48637.0,Photograph,17/05/2018,Y,290502,52.38760478,39.68757938
92379,5791.0,Photograph,12/11/2008,Y,123100,13.2,15.1
1281,4729.0,Design,15/05/1957,Y,2173,3.0,
112151,25983.0,Illustrated Book,10/10/2013,Y,175776,32.0,25.0
95062,5403.0,Multiple,08/10/2008,N,131545,11.7,17.3
7644,107.0,Illustrated Book,19/01/1988,N,9349,30.5,22.2
18079,511.0,Illustrated Book,06/10/1964,Y,20418,30.1,23.7
120138,49296.0,Frank Lloyd Wright Archive,,N,202922,45.72009144,30.48006096
25731,3782.0,Illustrated Book,06/10/1964,N,28131,11.8,16.0
97456,4469.0,Drawing,08/10/2008,N,136485,,
39437,229.0,Photograph,06/03/1968,Y,43193,,
115166,43702.0,Print,02/10/2014,Y,187948,21.2,4.7
45308,8168.0,Photograph,01/06/1993,Y,49425,13.6,29.7
42233,5664.0,Photograph,12/05/1943,N,46094,,
43971,506.0,Photograph,10/05/1979,Y,47965,29.3,20.1
42034,3630.0,Photograph,11/03/1982,N,45888,16.7,20.0
48714,6004.0,Photograph,01/10/1974,N,52984,21.1,16.3
64941,5377.0,Print,25/05/1983,Y,71296,20.3,25.4
76998,5657.0,Drawing,13/03/1947,Y,85889,23.1775,38.4176
27845,5053.0,Illustrated Book,06/10/1964,N,30258,31.2,22.2
32483,4671.0,Drawing,14/06/1995,Y,35516,102.9,73.0
55146,4330.0,Print,04/01/1973,N,60289,17.0,18.3
128142,30876.0,Drawing,04/04/2019,Y,299442,,
12703,366.0,Illustrated Book,20/05/1992,N,14762,34.8,49.2
70896,3813.0,Print,10/01/1974,Y,77911,77.0,52.5
116246,21398.0,Print,08/10/2008,Y,192960,6.6,6.5
129077,5806.0,Painting,09/12/2019,Y,403605,196.8503937,297.1805944
7907,689.0,Illustrated Book,19/01/1988,Y,9623,15.2,22.8
120960,8196.0,Painting,21/09/2016,Y,205988,35.0,35.0
88283,29982.0,Drawing,09/10/2007,Y,109537,109.5,143.5
46271,4652.0,Photograph,,N,50443,21.5,16.2
100217,32620.0,Photograph,18/05/2011,Y,142757,61.91262383,53.02260605
96677,8330.0,Illustrated Book,18/06/2008,N,134988,32.5,43.0
85131,7637.0,Multiple,08/03/2006,N,101835,10.8,46.0
12620,1500.0,Illustrated Book,07/05/1963,N,14679,26.0,19.5
86975,7166.0,Mies van der Rohe Archive,06/11/1974,Y,106402,22.3838,54.4514
84087,710.0,Illustrated Book,02/06/2005,Y,98440,27.3,30.7
125986,2229.0,Illustrated Book,03/05/1977,Y,288489,9.5,12.8
128963,7474.0,Print,01/04/2020,Y,402080,8.9,13.5
105067,665.0,Illustrated Book,06/10/1964,Y,155486,7.2,7.5
33587,5140.0,Drawing,25/10/1974,Y,36936,60.3,76.2
11417,1579.0,Illustrated Book,12/05/1970,Y,13391,20.9,17.5
46732,7864.0,Photograph,13/06/1996,Y,50921,26.5,17.6
123827,7017.0,Drawing,07/04/2016,N,273668,21.59004318,13.97002794
128918,8083.0,Photograph,12/11/2019,Y,401631,50.8001016,40.64008128
83202,22935.0,Drawing,10/05/2005,Y,97174,30.48006096,121.9202438
8271,5997.0,Illustrated Book,23/01/1991,N,9996,36.0,29.0
84594,2419.0,Drawing,11/10/2005,Y,100249,41.9101,57.7851
50334,6329.0,Photograph,22/04/1959,Y,54816,19.0,23.8
17887,11.0,Illustrated Book,06/10/1964,Y,20224,20.5,15.4
61256,4586.0,Print,10/01/1974,N,67169,23.0,27.7
121397,67352.0,Film,18/10/2016,Y,215728,,
119843,48861.0,Design,,Y,201722,10.47752096,14.92252985
23457,1739.0,Illustrated Book,06/10/1964,N,25832,15.0,21.2
108726,3741.0,Print,07/02/2013,Y,166468,0.0,0.0
25621,3753.0,Illustrated Book,06/10/1964,Y,28021,19.5,15.4
68249,2519.0,Print,05/04/1940,Y,75013,18.0,27.6
22605,6077.0,Illustrated Book,06/10/1964,N,24979,22.2,21.2
18493,511.0,Illustrated Book,06/10/1964,Y,20835,7.0,17.1
53632,6329.0,Photograph,06/11/1968,Y,58230,23.2,16.8
17992,511.0,Illustrated Book,06/10/1964,Y,20331,8.4,7.2
108128,35796.0,Drawing,08/10/2008,Y,164819,0.0,0.0
102536,5281.0,Print,16/05/2011,Y,147916,37.3,28.5
104555,816.0,Design,06/12/2011,Y,152833,22.86004572,9.207518415
6852,5952.0,Design,10/12/1999,Y,8534,29.5,21.0
26079,1547.0,Illustrated Book,28/10/1969,N,28482,40.5,20.4
84047,7041.0,Photograph,12/01/2005,Y,98282,18.9,24.2
94915,29427.0,Illustrated Book,08/10/2008,Y,131322,19.0,14.0
2830,547.0,Design,04/11/1953,Y,4069,33.6551,
36943,229.0,Photograph,06/03/1968,Y,40648,,
19546,665.0,Illustrated Book,06/10/1964,N,21901,15.6,12.1
57757,3528.0,Print,14/05/1987,Y,63216,0.0,0.0
36745,229.0,Photograph,06/03/1968,N,40450,,
61518,138.0,Print,19/12/1958,N,67466,,
85280,2214.0,Photograph,11/01/2006,Y,102127,72.0,57.0
102326,710.0,Print,06/10/2011,Y,147592,153.1,35.3
88946,6399.0,Photograph,11/10/2007,N,111083,22.5,34.0
130291,486.0,Illustrated Book,06/10/1964,Y,416404,28.4,22.0
33084,540.0,Drawing,23/04/1998,Y,36265,19.0,12.1
48809,3373.0,Photograph,15/06/1995,Y,53079,23.1,22.2
81358,6089.0,Photograph,04/11/1943,N,94870,,
71061,1184.0,Print,18/10/1967,Y,78117,45.3,45.6
63250,5397.0,Print,10/11/1977,Y,69382,32.2,22.0
124095,69972.0,Photograph,24/01/2018,Y,275254,65.72263145,50.64135128
98492,3115.0,Illustrated Book,09/06/2010,Y,138926,16.8,11.0
12122,5809.0,Illustrated Book,02/05/1990,N,14163,7.7,28.0
38801,229.0,Photograph,06/03/1968,N,42509,,
126969,7333.0,Design,15/10/2018,N,292729,153.6703073,0.0
113274,5143.0,Drawing,14/05/2014,N,183480,21.6,27.9
37337,229.0,Photograph,06/03/1968,N,41042,,
97374,6115.0,Print,08/10/2008,Y,136377,0.0,0.0
1998,10961.0,Design,01/04/1934,Y,3074,17.78,
94332,28817.0,Drawing,10/05/2005,Y,129868,29.21005842,21.59004318
73686,1851.0,Sculpture,10/12/1963,Y,81628,231.8,123.8
23026,1646.0,Illustrated Book,06/10/1964,N,25401,30.9,21.7
20362,1055.0,Illustrated Book,06/10/1964,N,22725,38.5,53.5
127470,41829.0,Print,21/03/2018,N,297160,17.78003556,12.7000254
28604,1447.0,Illustrated Book,06/10/1964,N,31019,36.0,28.3
41604,853.0,Photograph,10/03/1977,Y,45427,,
116044,32795.0,Drawing,12/11/2007,Y,192574,22.4,22.3
120561,44883.0,Print,08/06/2016,Y,204671,55.88011176,76.2001524
35197,229.0,Photograph,06/03/1968,Y,38900,,
122652,993.0,Drawing,07/06/2017,Y,221926,32.06756414,24.4475489
19581,3323.0,Illustrated Book,06/10/1964,Y,21937,16.1,7.9
57964,5319.0,Print,01/05/1979,Y,63445,24.9,20.0
113273,5143.0,Drawing,14/05/2014,N,183479,21.6,27.9
60959,710.0,Multiple,26/05/1994,Y,66795,6.8,13.0
71744,304.0,Painting,09/03/1998,Y,78997,190.5,152.3
37109,229.0,Photograph,06/03/1968,N,40814,,
29431,5910.0,Illustrated Book,06/10/1964,Y,31881,27.5,19.4
17153,4633.0,Illustrated Book,29/09/1949,N,19462,11.5,18.9
55564,3048.0,Print,10/02/1977,Y,60746,116.9,81.5
47863,6989.0,Photograph,11/10/1990,Y,52098,41.2,58.9
86402,4315.0,Photograph,12/10/2006,Y,105305,46.0,57.2
26227,3832.0,Illustrated Book,06/10/1964,N,28630,14.5,10.4
115409,8033.0,Illustrated Book,02/10/2014,Y,188924,29.6,21.0
126537,74791.0,Architecture,15/10/2018,N,290064,100.0,72.0
29057,6275.0,Illustrated Book,06/10/1964,N,31480,5.1,4.6
120278,3528.0,Print,22/10/1970,Y,203423,35.6,35.6
92772,31737.0,Print,08/10/2008,Y,125803,63.5,48.2
62286,6850.0,Periodical,25/10/1956,Y,68336,24.4,19.0
32177,6109.0,Drawing,08/02/1966,Y,35099,79.7,79.7
127497,75537.0,Photograph,12/11/2019,Y,297278,39.05257811,28.0988062
77823,2017.0,Design,13/05/2003,Y,87263,100.0127,69.8501
84414,29416.0,Design,09/02/2006,Y,99667,0.0,0.0
121313,6189.0,Photograph,02/02/2017,Y,215323,36.67132334,26.98755398
130462,1093.0,Illustrated Book,24/01/2001,N,416914,14.9,20.1
44391,4192.0,Photograph,17/03/1937,N,48401,9.2,3.1
59717,3866.0,Print,11/04/1967,N,65419,32.3,54.9
49149,5238.0,Photograph,15/12/1988,N,53439,49.2,39.0
122419,68085.0,Design,15/05/2017,Y,220647,132.0802642,132.0802642
84447,1873.0,Multiple,25/10/2005,Y,99815,,
35357,229.0,Photograph,06/03/1968,N,39060,,
31977,5455.0,Drawing,08/05/1962,Y,34825,,
90590,7637.0,Video,15/08/1999,Y,118515,,
70999,723.0,Print,18/10/1967,N,78018,30.0,24.0
23430,2141.0,Illustrated Book,09/11/1965,N,25805,13.8,10.5
26148,3832.0,Illustrated Book,06/10/1964,N,28551,22.8,26.8
82087,28627.0,Drawing,10/05/2005,Y,95972,29.84505969,40.00508001
32093,5641.0,Drawing,04/04/1978,Y,34981,38.1,31.8
10948,3016.0,Illustrated Book,01/05/1979,Y,12876,36.0,48.3
70800,4849.0,Print,10/01/1974,N,77803,,
3410,732.0,Design,06/04/1960,N,4835,23.5,50.7
36082,229.0,Photograph,06/03/1968,N,39787,,
96841,21398.0,Sculpture,08/10/2008,N,135283,206.3754128,8.572517145
30115,640.0,Illustrated Book,18/10/1967,N,32607,16.2,19.7
102677,8059.0,Mies van der Rohe Archive,,N,148304,82.23266447,108.9027178
10967,279.0,Illustrated Book,04/06/1985,N,12895,19.9,7.0
50626,2214.0,Photograph,15/10/1998,Y,55122,27.7,34.7
29564,5804.0,Illustrated Book,06/10/1964,N,32025,9.7,6.8
75162,5486.0,Print,04/04/2002,Y,83747,12.2,11.9
22916,1646.0,Illustrated Book,06/10/1964,N,25290,7.4,7.6
41508,3394.0,Photograph,08/01/1963,N,45327,29.8451,40.0051
86144,27713.0,Print,01/06/2006,Y,104646,30.4,21.5
105719,630.0,Print,10/11/2010,Y,156970,55.0,45.0
117800,48852.0,Design,17/10/2016,Y,197210,,
118906,4163.0,Design,22/02/2016,Y,200338,14.60502921,14.60502921
4152,1677.0,Design,12/05/1943,Y,5689,75.72390145,50.32385065
67981,4707.0,Print,28/10/1969,Y,74726,8.8,15.5
100376,6556.0,Design,,N,143071,5.08,13.6525
90293,7479.0,Print,12/03/2008,Y,118141,51.5,45.6
6433,4048.0,Design,10/12/1999,Y,8109,12.4,9.0
103388,3964.0,Print,12/05/1970,Y,149917,10.0,13.5
22082,1500.0,Illustrated Book,06/10/1964,N,24452,4.3,4.0
68330,132.0,Print,10/01/1974,Y,75109,55.4,76.3
32113,4609.0,Drawing,20/04/1977,Y,35015,21.3,19.7
29368,115.0,Illustrated Book,06/10/1964,N,31798,19.6,14.5
78219,7166.0,Mies van der Rohe Archive,,N,87677,21.59,33.0201
58996,19.0,Print,08/05/1972,Y,64638,71.6,49.7
101227,2374.0,Illustrated Book,06/10/1964,Y,144797,18.5,13.6
91791,28875.0,Video,11/11/1994,Y,120624,,
99935,38678.0,Installation,13/10/2010,N,141912,30.00381001,44.92633985
3192,36881.0,Design,,Y,4534,,121.9
58778,4083.0,Print,02/05/1990,Y,64375,60.0,60.0
49107,1690.0,Photograph,05/12/1984,Y,53396,20.4,13.5
108201,4609.0,Illustrated Book,03/10/2012,N,165052,21.0,16.3
30520,2898.0,Drawing,10/02/1969,Y,33143,17.1,14.0
70619,2929.0,Print,10/01/1974,Y,77619,14.0,51.4
38294,229.0,Photograph,06/03/1968,N,42001,,
82770,28720.0,Drawing,10/05/2005,Y,96700,30.4801,38.7351
54233,745.0,Photograph,13/12/1967,Y,58857,39.2,29.6
48512,5409.0,Photograph,24/03/1983,Y,52781,24.6,19.5
55064,292.0,Print,15/01/1987,Y,60204,76.8,60.0
21078,1106.0,Illustrated Book,06/10/1964,Y,23441,15.3,16.0
128809,7971.0,Photograph,12/11/2019,Y,401373,20.4,29.0
55785,2979.0,Print,02/03/1959,N,60985,30.4,45.2
12868,1965.0,Illustrated Book,12/10/1989,N,14927,17.7,10.2
9005,3710.0,Illustrated Book,24/01/2001,Y,10769,19.3,18.0
79714,7006.0,Print,02/06/2004,N,91608,180.1816,89.3764
92667,7929.0,Print,12/11/2007,N,125357,28.0,21.4
63138,1604.0,Print,18/05/1971,Y,69262,45.8,38.2
15778,1634.0,Illustrated Book,22/05/1969,N,18013,34.8,23.5
44717,1690.0,Photograph,22/05/1986,Y,48749,26.1,33.1
54736,3266.0,Print,09/01/1986,Y,59852,52.1,52.1
1037,8418.0,Design,19/01/2000,Y,1799,36.8301,17.145
76866,1485.0,Drawing,10/11/1964,Y,85629,13.0,18.4
9410,3707.0,Illustrated Book,05/02/1968,Y,11243,17.5,13.1
23013,1646.0,Illustrated Book,06/10/1964,N,25388,19.3,13.8
12704,366.0,Illustrated Book,20/05/1992,N,14763,35.1,49.6
1118,772.0,Design,17/03/1948,Y,1929,,10.8
87033,7166.0,Mies van der Rohe Archive,06/11/1974,Y,106460,21.1138,29.6863
56113,5331.0,Print,15/05/1957,N,61353,48.3,62.9
122885,67458.0,Drawing,,Y,222444,25.4000508,36.83007366
73251,2199.0,Sculpture,09/04/1996,Y,81064,64.8,90.8
54417,710.0,Print,18/06/2008,Y,59496,25.1,30.2
14100,4721.0,Illustrated Book,06/10/1948,N,16242,29.6,23.8
110353,41829.0,Print,07/02/2013,N,169569,,
26790,4514.0,Illustrated Book,06/10/1964,N,29193,13.5,14.6
78078,7166.0,Mies van der Rohe Archive,,Y,87536,28.0,27.3051
93517,1125.0,Design,19/05/2014,Y,127695,99.06019812,68.58013716
116396,5145.0,Photograph,28/05/2015,Y,193675,,
92361,5740.0,Design,10/11/2008,Y,122871,15.8,
100801,28190.0,Print,07/03/2011,Y,143825,185.0,120.0
27835,5053.0,Illustrated Book,06/10/1964,N,30248,23.0,17.1
17045,6536.0,Illustrated Book,08/06/1965,N,19347,32.0,22.3
118962,3745.0,Photograph,19/05/2016,Y,200458,30.5,22.7
18223,511.0,Illustrated Book,06/10/1964,Y,20563,7.1,8.4
79231,7967.0,Drawing,10/02/2004,Y,89631,57.1501,76.5177
16005,4278.0,Print,30/01/1985,Y,18247,26.5,25.0
83614,7618.0,Drawing,10/05/2005,Y,97617,48.89509779,38.1000762
35493,229.0,Photograph,06/03/1968,N,39198,,
109645,42362.0,Architecture,15/10/2012,Y,168762,29.52755906,41.91008382
107269,101.0,Design,18/02/1943,N,163125,,
84578,5743.0,Sculpture,06/10/2005,Y,100233,91.4402,109.2202
23115,1646.0,Illustrated Book,06/10/1964,N,25490,19.0,21.5
37370,229.0,Photograph,06/03/1968,Y,41075,,
101374,23390.0,Design,09/03/2011,Y,145055,18.41503683,23.49504699
110195,41829.0,Print,07/02/2013,N,169411,,
39933,229.0,Photograph,06/03/1968,Y,43697,,
22160,1500.0,Illustrated Book,06/10/1964,N,24530,29.0,23.8
56520,1878.0,Print,06/03/1997,Y,61829,15.5,10.5
20751,1055.0,Illustrated Book,06/10/1964,N,23114,37.6,28.6
99920,38678.0,Installation,13/10/2010,N,141897,74.93014986,123.0314961
110038,41829.0,Print,07/02/2013,N,169254,,
37433,229.0,Photograph,06/03/1968,Y,41139,,
96374,649.0,Print,20/05/1999,N,134165,27.4,21.1
55568,3692.0,Print,24/01/1995,Y,60750,23.4,30.2
46256,2002.0,Photograph,12/10/2000,Y,50427,13.335,20.32
42440,5677.0,Photograph,15/01/1986,N,46303,35.0,43.5
7032,520.0,Design,07/10/1968,N,8721,,
49457,3373.0,Photograph,15/06/1995,Y,53898,14.4,11.1
106445,37001.0,Multiple,08/10/2008,N,161245,12.0,10.0
95245,21398.0,Multiple,08/10/2008,Y,131778,8.1,41.8
107400,710.0,Print,03/10/2012,Y,163538,12.5,21.3
90928,710.0,Print,08/10/2008,N,119349,18.0,12.6
64219,1974.0,Print,08/06/1965,Y,70502,55.8,43.2
103016,209.0,Print,19/10/1950,N,149303,50.0,34.0
17659,107.0,Illustrated Book,17/10/1978,N,19992,7.8,12.6
81163,1633.0,Print,09/11/1965,Y,94631,30.7,40.2
3621,18.0,Design,07/03/1968,Y,5098,88.9002,58.4201
103648,710.0,Print,03/10/2012,Y,150485,30.2,25.2
47877,2214.0,Photograph,11/05/1978,Y,52113,13.3,20.0
41075,7653.0,Photograph,11/03/1993,Y,44878,16.4,11.2
56065,3042.0,Print,02/05/1944,N,61301,13.0,20.0
105625,38915.0,Installation,16/02/2012,Y,156763,0.0,0.0
30758,5874.0,Drawing,12/01/1965,Y,33412,51.8,69.8
91251,710.0,Drawing,09/06/2010,Y,119677,21.59004318,27.94005588
48065,1152.0,Photograph,13/03/1980,N,52308,34.0,48.2
125470,6377.0,Illustrated Book,,N,283879,19.2,21.5
86956,7166.0,Mies van der Rohe Archive,06/11/1974,Y,106383,29.8,20.9
115535,1093.0,Architecture,04/06/2015,Y,189842,10.16002032,10.16002032
53527,745.0,Photograph,06/11/1968,Y,58124,17.8,23.8
100797,1633.0,Print,06/12/1966,N,143821,,
79027,26523.0,Photograph,09/10/2003,Y,89101,51.0,34.2
60708,5021.0,Print,16/04/1969,Y,66523,72.2,62.5
119534,6459.0,Frank Lloyd Wright Archive,,N,201106,76.2001524,88.9001778
51671,5328.0,Photograph,10/12/1941,Y,56210,26.2,33.3
33275,412.0,Drawing,13/04/1971,Y,36572,34.0,47.6
55665,2316.0,Print,05/02/1968,Y,60852,35.0,43.2
11342,2583.0,Illustrated Book,23/05/1984,Y,13308,13.6,17.5
44787,1690.0,Photograph,22/05/1986,N,48839,29.0,44.1
5951,1089.0,Design,16/12/1954,Y,7608,124.2,87.4
102042,873.0,Video,19/05/2011,Y,146998,19.0,19.0
81909,7694.0,Drawing,10/05/2005,Y,95785,35.5601,27.9401
117927,5951.0,Design,19/10/2015,Y,198433,29.52755906,20.95504191
91171,710.0,Print,08/10/2008,Y,119597,30.1,25.3
59061,1547.0,Print,08/05/1972,Y,64708,65.4,52.1
9356,3213.0,Illustrated Book,05/02/1968,Y,11185,29.5,26.9
94687,37543.0,Drawing,10/02/2010,Y,130856,22.5,28.0
81362,6089.0,Photograph,04/11/1943,N,94874,,
16877,3814.0,Illustrated Book,29/09/1949,N,19175,16.0,11.0
48426,1777.0,Photograph,20/10/1938,Y,52688,17.2,12.7
61426,6998.0,Print,19/12/1958,N,67364,25.7,33.0
48252,4496.0,Photograph,24/03/1983,N,52507,18.7,23.6
31328,5640.0,Drawing,28/04/1981,Y,34062,20.3,12.7
75546,710.0,Print,04/04/2002,Y,84169,29.5,29.5
96455,38004.0,Design,10/03/2010,Y,134555,,
129453,8595.0,Photograph,,Y,405256,,
123923,67980.0,Multiple,18/10/2017,N,274155,71.0,101.6
38012,229.0,Photograph,06/03/1968,N,41718,,
43795,4192.0,Photograph,11/02/1964,N,47785,,
82652,28698.0,Drawing,10/05/2005,Y,96579,27.9,37.5
784,6459.0,Architecture,03/05/1994,Y,998,32.3851,111.1252
70017,6275.0,Print,05/04/1940,N,76913,6.7,2.7
79032,5983.0,Print,20/11/2003,Y,89125,38.8938,57.4676
42867,6399.0,Photograph,05/03/1969,N,46752,34.2,22.8
30749,617.0,Drawing,13/06/1935,Y,33400,34.9,42.5
57632,4266.0,Print,04/06/1985,Y,63082,55.0,40.5
22583,6077.0,Illustrated Book,06/10/1964,N,24956,19.0,20.4
48445,1188.0,Photograph,18/12/1986,Y,52711,18.5,23.4
41699,6287.0,Photograph,13/01/1994,N,45527,23.0,34.0
113337,5634.0,Periodical,,N,183652,27.5,18.2
4558,86.0,Design,04/12/1957,N,6125,,
55515,3528.0,Print,12/03/1996,Y,60696,26.0,19.68503937
122593,5281.0,Drawing,,Y,221769,,
28531,5318.0,Illustrated Book,06/10/1964,N,30946,29.1,24.2
67876,2923.0,Print,28/10/1969,Y,74612,70.5,55.3
34776,5984.0,Drawing,10/09/1985,N,38363,43.8151,34.2901
102722,5281.0,Print,16/05/2011,Y,148374,23.8,28.5
117438,37228.0,Print,27/10/2015,Y,196003,20.0,17.5
70770,2801.0,Print,10/01/1974,Y,77772,53.3,37.0
25955,3832.0,Illustrated Book,06/10/1964,N,28357,29.5,22.1
60389,710.0,Print,26/05/1994,Y,66168,80.8,60.0
68535,472.0,Print,10/01/1974,Y,75319,13.8,11.0
64472,2112.0,Print,03/11/1966,N,70784,35.7,26.4
73281,2187.0,Sculpture,04/04/1956,Y,81102,44.4,12.7
23522,1750.0,Illustrated Book,06/10/1964,N,25897,32.5,20.8
45957,4128.0,Photograph,22/04/1959,N,50116,34.8,23.2
40771,2015.0,Photograph,,N,44567,16.5,22.9
18403,511.0,Illustrated Book,06/10/1964,N,20745,23.7,16.9
35396,229.0,Photograph,06/03/1968,Y,39099,,
23799,5643.0,Illustrated Book,24/01/2001,N,26174,23.9,20.4
102696,8059.0,Mies van der Rohe Archive,,N,148333,58.10261621,66.99263399
2398,34.0,Design,17/05/1983,Y,3577,76.2,75.3
81996,27712.0,Drawing,10/05/2005,Y,95875,27.9401,35.5601
1069,2909.0,Design,11/04/1972,Y,1861,20.1,35.9
118722,49197.0,Photograph,28/01/2016,Y,200010,27.46380493,38.73507747
51200,5631.0,Photograph,27/10/1970,Y,55718,19.0,22.2
117713,1832.0,Design,19/10/2015,Y,196994,29.52755906,22.86004572
103261,8059.0,Mies van der Rohe Archive,,N,149714,53.97510795,109.5377191
98025,38240.0,Design,15/09/2010,N,137452,79.0,168.0
80433,6905.0,Print,05/06/2003,Y,92957,91.1862,69.8501
69975,8474.0,Multiple,24/05/2001,Y,76871,27.3,27.8
159,2837.0,Architecture,04/05/1993,Y,228,65.0,105.0
46583,3373.0,Photograph,15/06/1995,N,50766,25.8,23.5
85408,5981.0,Drawing,09/05/2006,Y,102373,27.9401,40.6401
109533,6520.0,Illustrated Book,08/10/2008,N,168650,19.2,21.0
8440,3640.0,Illustrated Book,16/01/1990,N,10173,20.9,15.7
87717,25520.0,Illustrated Book,07/03/2007,N,107537,28.0,21.0
126213,6288.0,Drawing,05/11/2018,N,289459,32.06756414,47.94259589
30658,4613.0,Drawing,13/03/1947,Y,33298,24.4,18.7
48698,6004.0,Photograph,01/10/1974,N,52968,21.3,16.4
87442,7166.0,Mies van der Rohe Archive,06/11/1974,N,106927,15.2,20.9
39104,229.0,Photograph,06/03/1968,N,42814,,
83241,5084.0,Drawing,10/05/2005,Y,97219,55.8801,63.5001
88988,6399.0,Photograph,11/10/2007,Y,111125,22.0,33.0
84265,2898.0,Print,08/03/2005,N,98849,55.8801,71.1201
61372,2569.0,Print,30/09/1954,Y,67303,19.6,24.8
73515,922.0,Sculpture,12/12/1955,Y,81410,9.2,12.1
15194,3791.0,Illustrated Book,22/05/1978,N,17398,19.7,47.2
68728,3514.0,Print,04/12/1979,Y,75537,43.2,51.0
99118,1164.0,Photograph,27/10/1970,Y,140556,18.8,13.9
4745,3562.0,Design,04/12/1957,Y,6321,116.3,75.3
106423,39164.0,Architecture,07/06/2012,Y,161190,33.02006604,123.507747
19220,665.0,Illustrated Book,06/10/1964,N,21573,28.0,20.0
47825,7017.0,Photograph,11/06/1998,Y,52055,37.0,38.1
22201,1500.0,Illustrated Book,06/10/1964,N,24571,29.4,24.6
