,ConstituentID,DisplayName,Nationality,Gender,BeginDate,EndDate
4977,5569,Daniel Spoerri,Swiss,Male,1930,0
259,310,Joost Baljeu,Dutch,Male,1925,1991
13147,43107,Gustav Metzger,British,,1926,2017
11526,34864,Judith Barry,American,Female,1949,0
2948,3318,Waldemar Kutner,Brazilian,,1934,0
10217,28732,Scott Myles,Scottish,Male,1975,0
1845,2091,Marco Gastini,Italian,Male,1938,0
7184,8190,Catherine Opie,American,Female,1961,0
5013,5610,David Staub,American,Male,1914,0
13562,46453,Louis Christiann Kalff,Dutch,Male,1897,1976
5315,5939,David Trowbridge,American,Male,1945,0
8202,10422,"Riedel Crystal, Kufstein, Austria",,,0,0
10333,28858,Christopher Williams,American,Male,1956,0
10888,31327,Daniel Blochwitz,German,Male,1973,0
7354,8395,Alton Kelley,American,Male,1940,2008
7763,9308,"Knoll Associates, New York, NY",,,0,0
14895,70040,Johan Hjerpe,,Male,0,0
7470,8531,Vic Delucia/The New York Times,American,Male,1933,2018
3345,3749,Conrad Marca-Relli,American,Male,1913,2000
3026,3402,Maria Lassnig,Austrian,Female,1919,2014
9313,24430,Marjorie Content,American,Female,1895,1984
13076,42742,Misas,,,0,0
10212,28727,Teresa Moro,Spanish,Female,1970,0
3107,3494,Danuta Leszczynska-Kluza,Polish,Female,1926,0
4461,5001,Robert Rohm,American,Male,1934,0
4134,4625,Howardena Pindell,American,Female,1943,0
9396,24594,J. Jay Hirz,American,Male,1879,1963
4678,5241,Helmut Schmidt-Rhen,German,Male,1936,0
9226,24130,Ir Shtemberg,,,0,0
8603,12997,Natal'ia Nagorskaia,,Female,0,0
13168,43339,Paulo Monteiro,Brazilian,Male,1961,0
8737,19882,Hans Weigand,Austrian,Male,1954,0
7415,8465,David Bates,American,Male,1952,0
11019,32099,Edouard Hoffmann,Swiss,,0,0
2586,2912,Oscar Jespers,Belgian,Male,1887,1970
6760,7640,Steve Wolfe,American,Male,1955,2016
10497,29631,Steven K. Levine,American,,1946,0
12302,38242,Marco Cianfanelli,South African,Male,1970,0
2720,3056,Roland Kempe,Swedish,Male,0,0
1764,2000,Johnny Friedlaender,German,Male,1912,1992
7778,9354,Fritz Hansen,,,0,0
504,580,Ion Bitzan,Romanian,Male,1924,1997
15108,75675,Georgi Zelondzhev-Shipov,Russian,Male,0,0
1739,1971,Josef Frank,Swedish,Male,1885,1967
9627,26678,Grace Note Windchimes,,,0,0
8116,10258,"Mitsubishi Electric Corp., Tokyo",,,0,0
5958,6656,Joy Jacobs,American,Female,1932,0
2335,2635,Higa Yoshiharu,Japanese,Male,1938,0
14289,49100,FZ,Czechoslovakian,,0,0
4225,4728,David Prentice,American,Male,1943,0
3335,3739,Leo Manso,American,Male,1914,1993
3073,3454,Dudley Lee,American,Male,0,0
4624,5185,Raymond Savignac,French,Male,1907,2002
1184,1346,Gunnar Cyrén,Swedish,Male,1931,0
6145,6851,Heinrich Stegemann,German,Male,1888,1945
8747,20769,René Block,German,Male,1942,0
4774,5339,Sandra Semchuk,Canadian,Female,1948,0
9880,27888,Ralph Borland,South African,Male,1974,0
5102,5704,Fritz Stuckenberg,German,Male,1881,1944
5522,6177,Maurice de Vlaminck,French,Male,1876,1958
5429,6069,Roland van den Berghe,Dutch,Male,1943,0
7577,8644,Bert Six,American,Male,1902,1967
5108,5710,Walter Stuempfig,American,Male,1914,1970
2972,3343,Eleanore Laine,American,Female,0,0
1683,1909,Vaughn Flannery,American,,1898,1955
4082,4570,Gaetano Pesce,Italian,Male,1939,0
8777,22533,"International Resistance Co., Philadelphia, PA",,,0,0
2842,3194,Nobuaki Kojima,Japanese,Male,1935,0
7244,8251,František Kalivoda,Czech,Male,1913,1971
12747,41212,Taryn Simon,American,Female,1975,0
9321,24453,Vladimir Roskin,,Male,0,0
12919,41911,Ben Sharpsteen,American,Male,1895,1980
14032,48036,Antonio Fernandez Reboiro,Cuban,Male,1935,0
9936,28138,Richard Dupont,American,Male,1968,0
6696,7570,James Wines,American,Male,1932,0
3031,3408,Marie Laurencin,French,Female,1883,1956
2505,2825,Carlos Irizarry,American,Male,1938,0
10981,31744,Albert York,American,Male,1928,0
2824,3174,Yasuhide Kobashi,Japanese,Male,1931,2003
7321,8342,Hans Buschfeld,German,Male,1939,0
336,397,Iain Baxter&,Canadian,Male,1936,0
1221,1389,Aurino Valenca Lins Darel,Brazilian,Male,1925,0
9962,28219,Capsters,Dutch,,0,0
14078,48128,JODI,American,,1995,0
6303,7035,Gregory Crewdson,American,Male,1962,0
6809,7692,Terry Evans,American,Female,1944,0
7185,8191,Inka Essenhigh,American,Female,1969,0
6789,7671,Frank Meadow Sutcliffe,British,Male,1853,1941
1286,1464,Wilhelm Deffke,German,Male,1887,1950
6735,7614,Pieter Laurens Mol,Dutch,Male,1946,0
5529,6186,Otto Von Wätjen,German,Male,1881,1942
4198,4699,Bruce Porter,American,Male,1943,0
8062,10137,"Sandvikens Jernverks A.B., Sweden",,,1862,0
2049,2318,Green,American,,0,0
9053,23471,Aleksei Grishchenko,,Male,0,0
10763,30984,Dorit Margreiter,Austrian,Female,1967,0
64,84,Dongkuk S. Ahn,American,Male,1937,2013
2338,2638,Edward Higgins,American,Male,1930,0
3671,4106,Hilda Morris,American,Female,1911,1991
6,21,Ruth Asawa,American,Female,1926,2013
10821,31047,Spin,,,0,0
6527,7353,Heinz Rasch,German,Male,1902,1996
12279,38201,Judith Mason,South African,Female,1938,0
15046,74968,Jérome Garzon,French,Male,0,0
5037,5635,Joe Steinmetz,American,Male,1905,1985
13796,47263,W. Pawelec,Polish,Male,0,0
1317,1499,J. Deplanque,French,,0,0
12189,37913,Pietro Gigli,Italian,Male,1897,1987
1278,1456,Richard Deacon,British,Male,1949,0
5646,6312,Wilhelm Wenk,German,Male,0,0
11213,33035,Joris Laarman Studio,,,2006,0
7516,8581,Larry C. Morris/The New York Times,American,Male,1924,1987
4727,5291,Emma Gismondi Schweinberger,Italian,Female,1934,0
1803,2043,Naum Gabo,American,Male,1890,1977
8397,10935,"Sonic Sports, Inc., Los Angeles, CA",,,0,0
7726,9221,Flos S.p.A.,Italian,,1962,0
4556,5106,José Sabogal,Peruvian,Male,1888,1956
11910,36259,Paul Gavarni,French,Male,1804,1866
2553,2876,Willy Jaeckel,German,Male,1888,1944
6266,6995,Jules Allen,American,Male,1947,0
5349,5976,Roberto Turnbull Buenrostro,Mexican,Male,1959,0
11110,32568,Olav Christopher Jenssen,Norwegian,Male,1954,0
10505,29655,Jeanne Silverthorne,American,Female,1950,0
4298,4809,Paul Rand,American,Male,1914,1996
5146,5753,Waldemar Swierzy,Polish,Male,1931,0
8583,12612,David Ignatow,American,Male,1914,1997
12323,38423,Save The Press Campaign,,,1988,1990
14141,48421,Luis Claramunt,Catalan,,1951,2000
6918,7863,Seiichi Furuya,Japanese,Male,1950,0
5600,6261,Franklin Chenault Watkins,American,Male,1894,1972
13067,42733,Gustav Deutsch,Austrian,Male,1952,0
10970,31672,Michel Parmentier,French,Male,1938,2000
8156,10322,"Okamura Corporation, Japan",,,0,0
8326,10741,"Minerva, Milan, Italy",,,0,0
13941,47790,Powertrip,,,0,0
10022,28505,Martin Creed,British,Male,1968,0
6029,6731,Herzl Emanuel,American,Male,1914,2002
6499,7277,Alberto Meda,Italian,Male,1945,0
8053,10121,"Scovill Mfg. Co., Plumbers Brass Goods Div., Waterbury, CT",American,,1802,0
9535,26195,Charles LeDray,American,Male,1960,0
12760,41271,Nick Cave,American,Male,1959,0
1528,1740,Edward Enlin,American,Male,0,0
11249,33166,Martin Wattenberg,American,Male,1970,0
527,606,Clarence Lincoln Block,Nationality unknown,Male,0,0
7281,8297,Pipilotti Rist,Swiss,Female,1962,0
12932,41954,Mick Haggerty,American,Male,0,0
13889,47644,Charles Wilp,German,,1932,2005
13259,44069,Francisco Uribe,,Male,0,0
10287,28810,Daniel Sinsel,German,Male,1976,0
6692,7566,Joel Sanders,American,Male,1956,0
4023,4507,Maxfield Parrish,American,Male,1870,1966
3774,4225,James Nares,British,Male,1953,0
13966,47815,Pavement,,,0,0
3626,4056,Ana Maria Moncalvo,Argentine,Female,1921,2009
9720,27059,"Yaktrax, Inc.",American,,0,0
6924,7869,Power Boothe,American,Male,1945,0
7529,8595,Unknown photographer,,,0,0
13812,47301,Paul Häberer,German,Male,1902,1978
1353,1540,Julio de Diego,American,Male,1900,1979
13699,46886,Art Byington,,,0,0
12515,39576,Erik Hersman,American,Male,1975,0
10774,30996,Otto Mühl,Austrian,Male,1925,2013
10114,28624,Sideo Fromboluti,American,Male,1920,2014
682,779,Denis Brihat,French,Male,1928,0
4212,4715,Joanna Pousette-Dart,American,Female,1947,0
15123,115004,Goran Paskaljević,Serbian,Male,1947,0
11953,36776,Aloys Wach,Austrian,Male,1892,1940
13999,47915,PocketLab,,,0,0
6257,6986,Peter Brown,American,Male,1948,0
4746,5311,Carole Seborovski,American,Female,1960,0
1973,2235,T. F. Goodall,British,,0,0
12780,41306,John Varnom,,Male,0,0
6777,7659,Herman Schervee,Norwegian,Male,1867,1923
470,544,Jyoti Bhatt,Indian,Male,1934,0
1813,2053,Démétrius Emmanuel Galanis,French,Male,1882,1966
1531,1743,Stephan Erfurt,German,Male,1958,0
2765,3109,Tomio Kinoshita,Japanese,Male,1923,2014
6804,7686,Rafael Solbes,Spanish,Male,1940,1981
3005,3381,Ernesto Bruno La Padula,Italian,Male,1902,1968
1288,1466,Adolf Dehn,American,Male,1895,1968
14647,67951,Nan González,Venezuelan,Female,1956,0
13122,42909,Bill Bollinger,American,,1939,1988
5683,6358,Jupp Wiertz,German,Male,1881,1939
5406,6045,Ilya Utkin,Russian,Male,1955,0
10291,28814,Zak Smith,American,Male,1976,0
5942,6639,Julio Larraz,American,Male,1944,0
4253,4758,Martin Puryear,American,Male,1941,0
8254,10559,"Dansk Forsolvnings Anstalt, Copenhagen",,,0,0
14491,61404,Cécile B. Evans,American,Female,1983,0
3862,4325,Sidney Nolan,Australian,Male,1917,1992
4259,4764,William Pye,British,Male,1938,0
3507,3924,Ana Mendieta,American,Female,1948,1985
5843,6530,Adolf Zabransky,German,Male,1909,1981
1277,1454,A. R. de Ycaza,American,Female,1915,0
11733,35526,Jeanette Reinhardt,Canadian,Female,1954,0
2604,2931,Allen Jones,British,Male,1937,0
661,756,George Brecht,American,Male,1926,2008
10771,30992,Cornelia Mittendorfer,,Female,0,0
350,413,Aubrey Beardsley,British,Male,1872,1898
7061,8038,Francesco Scansetti,Italian,Male,1955,0
1705,1934,Fritz Foord,American,Male,0,0
3949,4423,Alex Oris,French,,0,0
1241,1411,Ron Davis,American,Male,1937,0
12238,38040,Ludwig Gosewitz,German,Male,1936,2007
1822,2062,Christina Galvez,Peruvian,Female,1918,1982
6464,7212,Koen De Winter,Belgian,Male,1943,0
2523,2845,Olja Ivanjicki,Yugoslav,Female,1931,2009
12634,40559,Mathias Poledna,Austrian,Male,1965,0
4772,5337,Kurt Seligmann,American,Male,1900,1962
13908,47689,Bill Wintersole,,,0,0
8055,10126,"Designum, The Netherlands",,,0,0
8471,11112,"The Subsidiary Co.(division of Artmongers and Manufactory Inc.), New York, NY",,,0,0
14727,68319,Bodys Isek Kingelez,Congolese,Male,1948,2015
13171,43396,Gino Soggetti,Italian,male,1898,1990
12099,37497,Bob Grimes,American,Male,0,0
4819,5393,Sarai Sherman,American,Female,1922,0
4246,4751,Pudlo Pudlat,Canadian,Male,1916,1992
2264,2553,Yoshio Hayakawa,Japanese,Male,1917,0
6272,7001,Vernon Heath,British,Male,1819,1895
7467,8528,Committee on Public Information,,,0,0
9355,24514,N. Shebuev,,,0,0
6436,7178,Popovi Da,American,Male,1931,1971
9088,23609,Vasyl' Picheta,,Male,0,0
4520,5064,L. Roy,French,,0,0
203,247,Edward Avedisian,American,Male,1936,2007
274,327,Anthony Barboza,American,Male,1944,0
6028,6730,Arthur N. Christie,American,,1891,1980
8530,11621,Tapio Salmelainen,Finnish,Male,1941,0
3972,4449,Otto & Fiere,French,,0,0
6255,6984,Jindrich Streit,Czech,Male,1946,0
8441,11047,"Korhonen OY, Finland",,,0,0
8864,22750,Juul Kraijer,Dutch,Male,1970,0
6050,6754,Sidney Shapiro,American,Male,0,0
1007,1147,Fabrizio Clerici,Italian,Male,1913,1993
5821,6506,Hodaka Yoshida,Japanese,Female,1926,1995
6549,7403,Walter Ballmer,Swiss,Male,1923,0
8096,10222,"Club Aluminum Products Co., Chicago, IL",,,0,0
4115,4605,Celestino Piatti,Swiss,Male,1922,2007
14631,67843,Studio R+M,,,0,0
10485,29583,Susan Turcot,Canadian,Female,1966,0
9810,27532,Victoria Gil,Spanish,Female,1963,0
11055,32246,Masaki Fujihata,Japanese,Male,1956,0
9829,27712,Marcel Dzama,Canadian,Male,1974,0
3255,3655,M. H,Nationality unknown,,0,0
12715,41145,Bernard Heidsieck,French,Male,1928,2014
6879,7823,Franco Zecchin,Italian,Male,1953,0
8187,10385,"Head Ski Co., Timonium, MD",,,0,0
9671,26965,Hermann Steiner,Swiss,,1913,0
10950,31431,Jeroen Verhoeven,Dutch,Male,1976,0
6750,7630,Hale Woodruff,American,Male,1900,1980
2284,2573,Henry Heerup,Danish,Male,1905,1993
1299,1479,Robert Delaunay,French,Male,1885,1941
8195,10406,"Boda Nova, Sweden",,,1970,0
13748,47114,Boston Children's Hospital,,,0,0
11520,34858,Joe Dea,American,Male,0,0
441,514,Jerry Berndt,American,Male,1943,2013
4503,5046,H. A. Rothholz,British,Male,1919,2000
4775,5340,Eusebio Sempere,Spanish,Male,1924,0
2533,2855,Christian Jaccard,French,Male,1939,0
481,556,Aenne Biermann,German,Female,1898,1933
8291,10643,"Sambonet S.p.A., Vercelli, Italy",,,0,0
9095,23630,Nikolai Chernyshev,,Male,1885,1973
8628,13705,Boris Naumov,,Male,0,0
8630,13727,Billy Klüver,Swedish,Male,1927,2004
15088,75465,Romuald Hazoumè,Beninese,Male,1962,0
3698,4136,Alphonse Mucha,Czech,Male,1860,1939
10692,30908,Gyula Fodor,Hungarian,Male,1953,0
12994,42345,Monteiro Filho,Brazilian,Male,1925,0
13989,47902,Achilles Lemot,French,Male,1846,1909
10844,31072,Krzysztof Wodiczko,Polish,Male,1943,0
6826,7709,Jay Wolke,American,Male,1954,0
15173,131958,Tsuruko Yamazaki,Japanese,Female,1925,2019
1102,1256,Erasto Cortes Juarez,Mexican,Male,0,0
10587,30299,John Maeda,American,Male,1966,0
9798,27475,Carl Jacobs Fund,,,0,0
1743,1975,Antonio Frasconi,American,Male,1919,2013
12115,37558,"Nordiska Kompaniet Textilkammare, Stockholm",,,0,0
872,986,William L. Carqueville,American,Male,1871,1946
12236,38036,Dmitri Baltermants,Russian,Male,1912,2000
2843,3195,Jurriaan Kok,Dutch,Male,1861,1919
6515,7330,Yvonne Delattre,Swiss,Female,0,0
9981,28326,Caleb Crye,American,Male,1975,0
11957,36808,Osiah Masekoameng,South African,Male,0,0
1939,2197,Nathan Gluck,Nationality unknown,Male,0,0
11939,36649,Fluxus Collective,,,0,0
9640,26803,George Nakashima,American,,1905,1990
11904,36204,Carlo Brogi,Italian,Male,1850,1925
720,819,Salvador Bru,Chilean,Male,1923,0
12061,37260,Marquis de Villeneuve-Bargemont,French,Male,0,0
5268,5888,Hap Tivey,American,Male,1947,0
7465,8526,Bill Cunningham/The New York Times,American,Male,1929,0
14711,68269,Elena Damiani,Peruvian,Female,1979,0
10027,28516,Marco Meza,American,,1947,0
471,545,Domenico Bianchi,Italian,Male,1955,0
6677,7546,Angus Fairhurst,British,Male,1966,2008
11437,34723,Hai Bo,Chinese,Male,1962,0
6341,7076,Mike Salisbury,American,Male,0,0
1407,1600,Edward Douglas,American,Male,1943,0
12815,41427,Catriona Duffy,,Female,0,0
5761,6441,J. Trevor Wood,British,Male,1930,0
3181,3574,Israel Litwak,American,Male,1867,1952
5290,5913,Harold Barling Town,Canadian,Male,1924,1991
13091,42757,Miguel Hidalgo,,,0,0
2582,2906,Alfred Jensen,American,Male,1903,1981
2296,2587,Nancy Hellebrand,American,Female,1944,0
7991,9973,Eliot Noyes and Associates,American,,0,0
3655,4089,Barbara Morgan,American,Female,1900,1992
8919,22891,Lucio Costa,Brazilian,Male,1902,1998
7781,9361,"Knoll International, Inc., New York, NY",,,1938,0
2437,2746,Patriz Hüber,German,Male,1878,1902
7764,9310,"Metallwerkstätte, Staatliches Bauhaus, Germany",,,0,0
15030,74812,Vera Chuklova,Russian,Female,1957,0
8367,10836,"AKG Akustische und Kino-Geräte, Vienna",Austrian,,0,0
13358,44774,Edi Hirose,Peruvian,Male,1975,0
13183,43439,Mark Miller,,Male,0,0
8131,10278,"Casio Computer Co., Ltd., Tokyo",,,0,0
1933,2188,Milton Glaser,American,Male,1929,2020
2008,2271,Gottlob,French,Male,1873,1935
4864,5446,Michael Singer,American,Male,1945,0
7007,7975,Arkadii Shishkin,Russian,Male,1899,0
920,1044,Bruno Ceccobelli,Italian,Male,1952,0
12305,38246,Ernestine White,South African,Female,1976,0
6956,7902,Kenzo Okada,American,Male,1902,1982
14768,69267,John A. Rogers,American,Male,1967,0
5826,6511,Hideo Yoshihara,Japanese,Male,1931,2007
6503,7281,Mark Sanders,British,Male,1956,0
12888,41839,Igor Nikolayev,Russian,Male,1924,0
5805,6490,Sori Yanagi,Japanese,Male,1915,2011
1908,2162,Françoise Gilot,French,Male,1921,0
13055,42632,Lillian Schwartz,American,Female,1927,0
7087,8070,Charles Thurston Thompson,British,Male,1816,1868
3772,4221,Mauricio Nannucci,Italian,Male,1939,0
4969,5561,Niles Spencer,American,Male,1893,1952
14891,70026,ZAO/standardarchitecture: Zhang Ke,Chinese,,0,0
1906,2160,Gregory Gillespie,American,Male,1936,0
7549,8616,William E. Sauro/The New York Times,American,Male,1929,2001
4705,5269,Anton Schranz II,Nationality unknown,Male,1801,0
10370,28933,"Computer Design, Inc.",American,,1988,0
7472,8533,Doty/Times Wide World Press,Nationality unknown,,0,0
5766,6446,Bill Woodrow,British,Male,1948,0
8672,16189,Kay Sage,American,Female,1898,1963
6254,6983,Leslie Starobin,American,Female,1955,0
1256,1427,Georges de Feure,French,Male,1868,1943
8763,22284,Masayuki Nagare,Japanese,Male,1923,0
329,388,Marilyn Baum,American,Female,1939,0
4052,4536,Pedrero,Spanish,,0,0
11396,34488,Xiao Lu,Chinese,Female,1962,0
14990,74726,Zoran Bakić,,,1942,1992
3483,3899,Frederick Edward McWilliam,British,Male,1909,1992
1356,1543,Daniel den Dikkenbboer,Dutch,Male,0,0
13890,47645,Fabrizio Plessi,Italian,,1940,0
5367,5998,Ansei Uchima,American,Male,1921,2000
13874,47600,Redd Kross,,,0,0
9886,27934,Antenna Design,American,,1997,0
4696,5260,Georg Scholz,German,Male,1890,1945
6646,7510,Ritva Puotila,Finnish,Female,1935,0
5027,5625,Joël Stein,French,Male,1926,2012
9174,23944,Anna Ostroumova-Lebedeva,,Female,0,0
8425,10998,"Hukin & Heath, Birmingham, England",,,0,0
2583,2907,Bill Jensen,American,Male,1945,0
8648,14286,Maria Lagorio,,Female,0,0
15010,74790,Andrei Cheltsov,Russian,Male,1960,0
5874,6564,Lina Zervudaki,French,Female,1890,1950
9628,26680,"Jakob Schläpfer AG, St.Gallen",,,0,0
10427,29240,Sam Scheinberg,American,,1941,0
8139,10292,Knoll In-house Design Team,,,0,0
5089,5691,Max Arthur Stremel,German,Male,0,0
9303,24401,Georges Blanc,French,Male,0,0
2483,2799,Kyo Ikebe,Japanese,Male,0,0
2027,2291,Eugene Fernandez Granell,Spanish,Male,1912,2001
6210,6927,Paul D'Amato,American,Male,1956,0
8025,10061,"Rossi & Arcandi, Vicenza, Italy",,,0,0
13490,45998,Relative Wave,,,2009,0
13412,45346,John R. Carroll,American,Male,1892,1958
3198,3592,Robert Longo,American,Male,1953,0
10261,28781,Eva Rothschild,British,Female,1972,0
9984,28331,Gregg Thompson,American,Male,1976,0
4738,5302,Tim Scott,British,Male,1937,0
4862,5444,Iain Sinclair,British,Male,1943,0
13833,47377,Jim Houghton,,Male,0,0
8085,10196,"Bob Evans Designs, Inc., USA",,,0,0
11790,35593,Bill Bradbury,,Male,0,0
3992,4474,Blinky Palermo,German,Male,1943,1977
14879,69988,Trevor Paglen,American,Male,1974,0
8384,10913,"G. Schanzenbach, Germany",,,0,0
14327,49222,Jumana Manna,Palestinian,Female,1987,0
9742,27186,Tatsuo Miyajima,Japanese,Male,1957,0
8448,11056,"Sturm, Vienna",,,0,0
138,172,Joe Andoe,American,Male,1955,0
2297,2589,"J.A. Henckels, Solingen, Germany",,,1731,0
5549,6207,Jaap Wagemaker,Dutch,Male,1906,1972
1901,2151,Wim Gijzen,Dutch,,1941,0
5661,6332,Stefan Wewerka,German,Male,1928,2013
4599,5157,Tomas Santa Rosa Junior,Brazilian,Male,0,0
11729,35522,Beryl Korot,American,Female,1945,0
10435,29410,Dean Chapman,British,,1965,0
3526,3944,Bogdan-Kiar Mesko,Yugoslav,Male,0,0
2404,2710,William Henry Holmes,American,Male,0,0
14330,49245,Johnston Marklee,,,1998,0
819,926,Mary Callery,American,Female,1903,1977
7117,8102,Paul Nelson,American,Male,1895,1979
4332,4845,Anton Refregier,American,Male,1905,1979
11306,33474,Richard Davis,,Male,0,0
5071,5671,Niklaus Stoecklin,Swiss,Male,1896,1982
10325,28850,Peter Wegner,American,Male,1963,0
4172,4670,Serge Poliakoff,French,Male,1900,1969
7518,8583,NASA,American,,0,0
3856,4318,Tetsuya Noda,Japanese,Male,1940,0
3722,4161,Ferdinand Mulnier,French,Male,0,0
13797,47265,Andrzej Karpiński,Polish,Male,1963,0
1269,1443,José de Rivera,American,Male,1904,1985
14959,74403,Adele Bertei,American,Female,1955,0
8882,22794,Antonio Palladino,,Male,0,0
3378,3786,Takis Marthas,Greek,Male,1905,1965
5494,6144,Ivan (Vial Williams) Vial,Chilean,Male,1928,0
12728,41161,Bruno Beye,German,Male,1895,1976
5510,6165,Jacques Villon,French,Male,1875,1963
11693,35476,David Blair,,Male,0,0
6933,7878,Paul Heald,American,Male,0,0
10454,29510,Dick Grant,British,Male,1950,0
4090,4580,Trude Petri-Raben,American,Female,1906,1998
2341,2643,Susumu Higuchi,Japanese,Male,0,0
453,526,Berthold-Mahn (Charles Désiré),French,Male,1893,1975
12559,39925,A&E Design,Swedish,,1968,0
6204,6921,Steven Pippin,British,Male,1960,0
1580,1800,Henri Fantin-Latour,French,Male,1836,1904
967,1102,Chikuchi Toshio,,,0,0
15203,132954,Ouattara Watts,American,,1957,0
6301,7033,Hermann Forsterling,German,Male,1955,0
5809,6494,Chuji Yasui,Japanese,Male,0,0
9446,24864,Ferdinand Porsche,German,Male,1875,1951
12021,37008,Yoshi Wada,Japanese,Male,1943,0
1560,1777,Walker Evans,American,Male,1903,1975
