ConstituentID,Classification,DateAcquired,Cataloged,ObjectID,Height,Width
2832,Illustrated Book,05/03/1970,N,11902,39.3,30.5
5053,Illustrated Book,06/10/1964,N,30294,5.2,20.1
4823,Drawing,,Y,125416,35.4,27.8
1589,Illustrated Book,06/10/1964,N,25024,14.5,10.5
7500,Illustrated Book,17/12/2014,Y,191073,21.6,14
4016,Print,19/12/1947,Y,67197,12.4,14.8
32475,Design,02/03/2015,Y,189439,31.11506223,31.11506223
8595,Photograph,,Y,405130,,
3832,Painting,03/02/1949,Y,78389,181,219.1
1447,Painting,30/01/1951,Y,78557,195.6,97.5
229,Photograph,06/03/1968,N,41571,,
60,Photograph,15/10/1981,N,50189,24.5,19.9
4870,Drawing,01/01/1983,Y,38431,31.4,32.1
335,Illustrated Book,29/09/1949,Y,18458,13.6,14.4
5664,Photograph,13/10/1976,N,51950,18.8,13
1511,Illustrated Book,06/10/1964,N,24687,9,17.2
1293,Drawing,21/01/2016,Y,201990,,
3268,Photograph,08/05/2014,Y,180242,26.6,19.4
7072,Design,04/05/1993,Y,5563,,
3030,Painting,09/12/1991,Y,186369,10.2,14.9
28426,Print,03/06/2015,Y,192753,50.1,40
8059,Mies van der Rohe Archive,,N,147808,46.35509271,46.35509271
3758,Drawing,09/04/2002,Y,84120,56.8326,77.4702
2468,Photograph,02/05/1972,N,47768,55.9,83.5
6459,Frank Lloyd Wright Archive,,N,173994,86.67767336,61.27762256
8139,Photograph,07/10/2009,Y,130804,34.7,28
6077,Illustrated Book,06/10/1964,N,24985,27.8,36.7
8595,Photograph,17/12/1981,N,54811,17.9,24.8
2984,Print,10/01/1974,N,65501,76.4,55.9
4514,Illustrated Book,06/10/1964,N,29202,20,14
131526,Design,04/11/2019,N,410389,6,8.5
1752,Drawing,03/12/1937,Y,35971,10.5,12.4
2015,Photograph,08/12/1976,Y,55794,16.5,20.3
4409,Photograph,22/04/1959,Y,49248,17.7,19.3
1055,Illustrated Book,06/10/1964,N,23243,37.2,27.5
3821,Illustrated Book,03/11/1966,N,18945,25.8,19.5
6281,Video,15/05/1975,Y,117979,,
34459,Film,08/10/2008,N,188451,0,0
5952,Design,10/12/1999,Y,8537,23.4,40.8
3697,Illustrated Book,29/09/1949,N,19037,11.1,8.3
2046,Print,05/10/1972,Y,66367,72.7,53.6
4793,Print,12/11/2007,N,122629,29.6,42
1646,Illustrated Book,06/10/1964,N,25398,9.1,12
6002,Print,23/01/1979,Y,60794,23.1,19.7
229,Photograph,06/03/1968,N,39437,,
5039,Photograph,13/12/2001,N,83896,25.2,20.2
561,Photograph,24/10/2013,Y,172481,22.2,28.2
649,Print,20/05/1999,N,134104,27.4,21.1
5933,Drawing,03/06/2015,Y,196358,9.6,9.207518415
6459,Frank Lloyd Wright Archive,,N,201230,,
4588,Painting,18/02/1943,Y,78346,54.9,46
8045,Photograph,13/10/2016,Y,216017,30.5,24.1
3569,Print,21/05/2013,Y,165512,17,30.2
1965,Print,04/12/1969,Y,75626,40.1,32
5173,Design,24/10/1990,Y,7784,102.9,73
5042,Print,23/04/1974,Y,65577,53.9,66
4243,Installation,06/10/2005,Y,100289,60.32512065,190.5
1492,Illustrated Book,06/10/1964,N,24100,2.2,2.8
5791,Photograph,17/12/1981,Y,54775,17,21
4109,Photograph,14/04/1964,N,50882,35.5,27.9
1118,Print,09/02/1967,Y,73934,75.7,54.8
4036,Photograph,09/11/1965,Y,57215,50,40.6
7342,Design,17/10/2016,Y,145115,66.99263399,61.59512319
11426,Design,06/04/1965,Y,5920,83.8,58.4
5988,Sculpture,09/12/2010,Y,143330,,
18701,Audio,08/10/2008,N,223492,0,0
7824,Video,10/12/2007,Y,114711,,
24413,Photograph,13/12/2001,Y,83972,29.8,23.8
5328,Photograph,10/12/1941,Y,56214,24.1,33
5293,Illustrated Book,07/11/1952,Y,15166,18.1,12
3373,Photograph,15/06/1995,Y,53551,24.7,34.4
,Periodical,10/11/2010,N,144318,30.8,23.2
2635,Print,28/10/1969,Y,74558,53.3,53.3
7644,Design,12/02/2018,N,289828,,
3027,Photograph,04/06/1974,Y,51647,24.8,31.8
1859,Print,04/06/2007,Y,407276,42,29.7
4510,Illustrated Book,16/10/1991,N,14694,38,27.7
8451,Design,04/12/1958,Y,2662,21.59,19
67458,Drawing,,Y,222458,25.4000508,36.83007366
8098,Photograph,09/12/1999,Y,54590,45.3,31.5
6377,Installation,08/10/2008,N,138096,6,2
7166,Mies van der Rohe Archive,06/11/1974,Y,106463,21.1138,29.5276
229,Photograph,06/03/1968,Y,42393,22.7,17.8
2452,Photograph,18/12/1986,Y,53242,50.5,40.8
740,Photograph,09/05/2012,Y,157723,23.6,19.3
4520,Photograph,,N,270894,25.4,20.3
1528,Print,30/05/1989,Y,62356,38.9,55.8
3697,Illustrated Book,06/10/1964,N,27695,14.3,10.4
5042,Print,11/03/2004,Y,91913,46.6,56.8
4278,Print,04/12/1969,Y,75891,79.8,55.8
5281,Drawing,,Y,221779,,
42466,Architecture,15/10/2012,Y,164207,74.29514859,68.58013716
4609,Illustrated Book,06/10/1964,Y,29813,18.2,18.8
2344,Print,04/12/1969,N,76359,37.9,52.4
8331,Video,24/01/2001,Y,75761,12.3,
5623,Photograph,12/02/1975,N,45623,20.9,16.1
229,Photograph,06/03/1968,N,41880,,
6329,Photograph,10/06/1941,Y,53639,24.1,19.1
220,Multiple,22/05/2012,Y,161828,33.02006604,45.2
4348,Drawing,08/05/2001,Y,82222,96.5202,63.5001
35204,Painting,08/02/2012,N,118889,111.7602235,62.86512573
6269,Multiple,08/10/2008,Y,132100,18,14
2930,Print,18/10/2017,Y,273970,28.5,19.8
1784,Illustrated Book,24/01/2001,Y,19882,35.7,26.7
7855,Photograph,10/05/2007,N,109435,40.6401,30.4801
588,Drawing,05/11/2018,N,288879,20.95504191,14.92252985
4587,Painting,11/10/1994,Y,79715,7,5.8
4609,Sculpture,09/10/1984,Y,81260,120.7,24.9
41829,Print,07/02/2013,N,169583,,
3083,Illustrated Book,06/05/1981,N,13029,32.2,42.2
7166,Mies van der Rohe Archive,,Y,142941,20.955,29.8451
1500,Illustrated Book,06/10/1964,N,24471,4.4,3.9
7500,Drawing,10/02/2004,Y,89520,40.6401,35.2426
,Work on Paper,01/07/2005,N,105943,150.1778,110.4902
2327,Print,10/11/1977,N,69107,,
2779,Illustrated Book,06/10/1964,Y,31658,7.9,10.8
1906,Design,05/04/1940,N,8902,76.2,55.9
48637,Photograph,17/05/2018,Y,290502,52.38760478,39.68757938
5791,Photograph,12/11/2008,Y,123100,13.2,15.1
4729,Design,15/05/1957,Y,2173,3,
25983,Illustrated Book,10/10/2013,Y,175776,32,25
5403,Multiple,08/10/2008,N,131545,11.7,17.3
107,Illustrated Book,19/01/1988,N,9349,30.5,22.2
511,Illustrated Book,06/10/1964,Y,20418,30.1,23.7
49296,Frank Lloyd Wright Archive,,N,202922,45.72009144,30.48006096
3782,Illustrated Book,06/10/1964,N,28131,11.8,16
4469,Drawing,08/10/2008,N,136485,,
229,Photograph,06/03/1968,Y,43193,,
43702,Print,02/10/2014,Y,187948,21.2,4.7
8168,Photograph,01/06/1993,Y,49425,13.6,29.7
5664,Photograph,12/05/1943,N,46094,,
506,Photograph,10/05/1979,Y,47965,29.3,20.1
3630,Photograph,11/03/1982,N,45888,16.7,20
6004,Photograph,01/10/1974,N,52984,21.1,16.3
5377,Print,25/05/1983,Y,71296,20.3,25.4
5657,Drawing,13/03/1947,Y,85889,23.1775,38.4176
5053,Illustrated Book,06/10/1964,N,30258,31.2,22.2
4671,Drawing,14/06/1995,Y,35516,102.9,73
4330,Print,04/01/1973,N,60289,17,18.3
30876,Drawing,04/04/2019,Y,299442,,
366,Illustrated Book,20/05/1992,N,14762,34.8,49.2
3813,Print,10/01/1974,Y,77911,77,52.5
21398,Print,08/10/2008,Y,192960,6.6,6.5
5806,Painting,09/12/2019,Y,403605,196.8503937,297.1805944
689,Illustrated Book,19/01/1988,Y,9623,15.2,22.8
8196,Painting,21/09/2016,Y,205988,35,35
29982,Drawing,09/10/2007,Y,109537,109.5,143.5
4652,Photograph,,N,50443,21.5,16.2
32620,Photograph,18/05/2011,Y,142757,61.91262383,53.02260605
8330,Illustrated Book,18/06/2008,N,134988,32.5,43
7637,Multiple,08/03/2006,N,101835,10.8,46
1500,Illustrated Book,07/05/1963,N,14679,26,19.5
7166,Mies van der Rohe Archive,06/11/1974,Y,106402,22.3838,54.4514
710,Illustrated Book,02/06/2005,Y,98440,27.3,30.7
2229,Illustrated Book,03/05/1977,Y,288489,9.5,12.8
7474,Print,01/04/2020,Y,402080,8.9,13.5
665,Illustrated Book,06/10/1964,Y,155486,7.2,7.5
5140,Drawing,25/10/1974,Y,36936,60.3,76.2
1579,Illustrated Book,12/05/1970,Y,13391,20.9,17.5
7864,Photograph,13/06/1996,Y,50921,26.5,17.6
7017,Drawing,07/04/2016,N,273668,21.59004318,13.97002794
8083,Photograph,12/11/2019,Y,401631,50.8001016,40.64008128
22935,Drawing,10/05/2005,Y,97174,30.48006096,121.9202438
5997,Illustrated Book,23/01/1991,N,9996,36,29
2419,Drawing,11/10/2005,Y,100249,41.9101,57.7851
6329,Photograph,22/04/1959,Y,54816,19,23.8
11,Illustrated Book,06/10/1964,Y,20224,20.5,15.4
4586,Print,10/01/1974,N,67169,23,27.7
67352,Film,18/10/2016,Y,215728,,
48861,Design,,Y,201722,10.47752096,14.92252985
1739,Illustrated Book,06/10/1964,N,25832,15,21.2
3741,Print,07/02/2013,Y,166468,0,0
3753,Illustrated Book,06/10/1964,Y,28021,19.5,15.4
2519,Print,05/04/1940,Y,75013,18,27.6
6077,Illustrated Book,06/10/1964,N,24979,22.2,21.2
511,Illustrated Book,06/10/1964,Y,20835,7,17.1
6329,Photograph,06/11/1968,Y,58230,23.2,16.8
511,Illustrated Book,06/10/1964,Y,20331,8.4,7.2
35796,Drawing,08/10/2008,Y,164819,0,0
5281,Print,16/05/2011,Y,147916,37.3,28.5
816,Design,06/12/2011,Y,152833,22.86004572,9.207518415
5952,Design,10/12/1999,Y,8534,29.5,21
1547,Illustrated Book,28/10/1969,N,28482,40.5,20.4
7041,Photograph,12/01/2005,Y,98282,18.9,24.2
29427,Illustrated Book,08/10/2008,Y,131322,19,14
547,Design,04/11/1953,Y,4069,33.6551,
229,Photograph,06/03/1968,Y,40648,,
665,Illustrated Book,06/10/1964,N,21901,15.6,12.1
3528,Print,14/05/1987,Y,63216,0,0
229,Photograph,06/03/1968,N,40450,,
138,Print,19/12/1958,N,67466,,
2214,Photograph,11/01/2006,Y,102127,72,57
710,Print,06/10/2011,Y,147592,153.1,35.3
6399,Photograph,11/10/2007,N,111083,22.5,34
486,Illustrated Book,06/10/1964,Y,416404,28.4,22
540,Drawing,23/04/1998,Y,36265,19,12.1
3373,Photograph,15/06/1995,Y,53079,23.1,22.2
6089,Photograph,04/11/1943,N,94870,,
1184,Print,18/10/1967,Y,78117,45.3,45.6
5397,Print,10/11/1977,Y,69382,32.2,22
69972,Photograph,24/01/2018,Y,275254,65.72263145,50.64135128
3115,Illustrated Book,09/06/2010,Y,138926,16.8,11
5809,Illustrated Book,02/05/1990,N,14163,7.7,28
229,Photograph,06/03/1968,N,42509,,
7333,Design,15/10/2018,N,292729,153.6703073,0
5143,Drawing,14/05/2014,N,183480,21.6,27.9
229,Photograph,06/03/1968,N,41042,,
6115,Print,08/10/2008,Y,136377,0,0
10961,Design,01/04/1934,Y,3074,17.78,
28817,Drawing,10/05/2005,Y,129868,29.21005842,21.59004318
1851,Sculpture,10/12/1963,Y,81628,231.8,123.8
1646,Illustrated Book,06/10/1964,N,25401,30.9,21.7
1055,Illustrated Book,06/10/1964,N,22725,38.5,53.5
41829,Print,21/03/2018,N,297160,17.78003556,12.7000254
1447,Illustrated Book,06/10/1964,N,31019,36,28.3
853,Photograph,10/03/1977,Y,45427,,
32795,Drawing,12/11/2007,Y,192574,22.4,22.3
44883,Print,08/06/2016,Y,204671,55.88011176,76.2001524
229,Photograph,06/03/1968,Y,38900,,
993,Drawing,07/06/2017,Y,221926,32.06756414,24.4475489
3323,Illustrated Book,06/10/1964,Y,21937,16.1,7.9
5319,Print,01/05/1979,Y,63445,24.9,20
5143,Drawing,14/05/2014,N,183479,21.6,27.9
710,Multiple,26/05/1994,Y,66795,6.8,13
304,Painting,09/03/1998,Y,78997,190.5,152.3
229,Photograph,06/03/1968,N,40814,,
5910,Illustrated Book,06/10/1964,Y,31881,27.5,19.4
4633,Illustrated Book,29/09/1949,N,19462,11.5,18.9
3048,Print,10/02/1977,Y,60746,116.9,81.5
6989,Photograph,11/10/1990,Y,52098,41.2,58.9
4315,Photograph,12/10/2006,Y,105305,46,57.2
3832,Illustrated Book,06/10/1964,N,28630,14.5,10.4
8033,Illustrated Book,02/10/2014,Y,188924,29.6,21
74791,Architecture,15/10/2018,N,290064,100,72
6275,Illustrated Book,06/10/1964,N,31480,5.1,4.6
3528,Print,22/10/1970,Y,203423,35.6,35.6
31737,Print,08/10/2008,Y,125803,63.5,48.2
6850,Periodical,25/10/1956,Y,68336,24.4,19
6109,Drawing,08/02/1966,Y,35099,79.7,79.7
75537,Photograph,12/11/2019,Y,297278,39.05257811,28.0988062
2017,Design,13/05/2003,Y,87263,100.0127,69.8501
29416,Design,09/02/2006,Y,99667,0,0
6189,Photograph,02/02/2017,Y,215323,36.67132334,26.98755398
1093,Illustrated Book,24/01/2001,N,416914,14.9,20.1
4192,Photograph,17/03/1937,N,48401,9.2,3.1
3866,Print,11/04/1967,N,65419,32.3,54.9
5238,Photograph,15/12/1988,N,53439,49.2,39
68085,Design,15/05/2017,Y,220647,132.0802642,132.0802642
1873,Multiple,25/10/2005,Y,99815,,
229,Photograph,06/03/1968,N,39060,,
5455,Drawing,08/05/1962,Y,34825,,
7637,Video,15/08/1999,Y,118515,,
723,Print,18/10/1967,N,78018,30,24
2141,Illustrated Book,09/11/1965,N,25805,13.8,10.5
3832,Illustrated Book,06/10/1964,N,28551,22.8,26.8
28627,Drawing,10/05/2005,Y,95972,29.84505969,40.00508001
5641,Drawing,04/04/1978,Y,34981,38.1,31.8
3016,Illustrated Book,01/05/1979,Y,12876,36,48.3
4849,Print,10/01/1974,N,77803,,
732,Design,06/04/1960,N,4835,23.5,50.7
229,Photograph,06/03/1968,N,39787,,
21398,Sculpture,08/10/2008,N,135283,206.3754128,8.572517145
640,Illustrated Book,18/10/1967,N,32607,16.2,19.7
8059,Mies van der Rohe Archive,,N,148304,82.23266447,108.9027178
279,Illustrated Book,04/06/1985,N,12895,19.9,7
2214,Photograph,15/10/1998,Y,55122,27.7,34.7
5804,Illustrated Book,06/10/1964,N,32025,9.7,6.8
5486,Print,04/04/2002,Y,83747,12.2,11.9
1646,Illustrated Book,06/10/1964,N,25290,7.4,7.6
3394,Photograph,08/01/1963,N,45327,29.8451,40.0051
27713,Print,01/06/2006,Y,104646,30.4,21.5
630,Print,10/11/2010,Y,156970,55,45
48852,Design,17/10/2016,Y,197210,,
4163,Design,22/02/2016,Y,200338,14.60502921,14.60502921
1677,Design,12/05/1943,Y,5689,75.72390145,50.32385065
4707,Print,28/10/1969,Y,74726,8.8,15.5
6556,Design,,N,143071,5.08,13.6525
7479,Print,12/03/2008,Y,118141,51.5,45.6
4048,Design,10/12/1999,Y,8109,12.4,9
3964,Print,12/05/1970,Y,149917,10,13.5
1500,Illustrated Book,06/10/1964,N,24452,4.3,4
132,Print,10/01/1974,Y,75109,55.4,76.3
4609,Drawing,20/04/1977,Y,35015,21.3,19.7
115,Illustrated Book,06/10/1964,N,31798,19.6,14.5
7166,Mies van der Rohe Archive,,N,87677,21.59,33.0201
19,Print,08/05/1972,Y,64638,71.6,49.7
2374,Illustrated Book,06/10/1964,Y,144797,18.5,13.6
28875,Video,11/11/1994,Y,120624,,
38678,Installation,13/10/2010,N,141912,30.00381001,44.92633985
36881,Design,,Y,4534,,121.9
4083,Print,02/05/1990,Y,64375,60,60
1690,Photograph,05/12/1984,Y,53396,20.4,13.5
4609,Illustrated Book,03/10/2012,N,165052,21,16.3
2898,Drawing,10/02/1969,Y,33143,17.1,14
2929,Print,10/01/1974,Y,77619,14,51.4
229,Photograph,06/03/1968,N,42001,,
28720,Drawing,10/05/2005,Y,96700,30.4801,38.7351
745,Photograph,13/12/1967,Y,58857,39.2,29.6
5409,Photograph,24/03/1983,Y,52781,24.6,19.5
292,Print,15/01/1987,Y,60204,76.8,60
1106,Illustrated Book,06/10/1964,Y,23441,15.3,16
7971,Photograph,12/11/2019,Y,401373,20.4,29
2979,Print,02/03/1959,N,60985,30.4,45.2
1965,Illustrated Book,12/10/1989,N,14927,17.7,10.2
3710,Illustrated Book,24/01/2001,Y,10769,19.3,18
7006,Print,02/06/2004,N,91608,180.1816,89.3764
7929,Print,12/11/2007,N,125357,28,21.4
1604,Print,18/05/1971,Y,69262,45.8,38.2
1634,Illustrated Book,22/05/1969,N,18013,34.8,23.5
1690,Photograph,22/05/1986,Y,48749,26.1,33.1
3266,Print,09/01/1986,Y,59852,52.1,52.1
8418,Design,19/01/2000,Y,1799,36.8301,17.145
1485,Drawing,10/11/1964,Y,85629,13,18.4
3707,Illustrated Book,05/02/1968,Y,11243,17.5,13.1
1646,Illustrated Book,06/10/1964,N,25388,19.3,13.8
366,Illustrated Book,20/05/1992,N,14763,35.1,49.6
772,Design,17/03/1948,Y,1929,,10.8
7166,Mies van der Rohe Archive,06/11/1974,Y,106460,21.1138,29.6863
5331,Print,15/05/1957,N,61353,48.3,62.9
67458,Drawing,,Y,222444,25.4000508,36.83007366
2199,Sculpture,09/04/1996,Y,81064,64.8,90.8
710,Print,18/06/2008,Y,59496,25.1,30.2
4721,Illustrated Book,06/10/1948,N,16242,29.6,23.8
41829,Print,07/02/2013,N,169569,,
4514,Illustrated Book,06/10/1964,N,29193,13.5,14.6
7166,Mies van der Rohe Archive,,Y,87536,28,27.3051
1125,Design,19/05/2014,Y,127695,99.06019812,68.58013716
5145,Photograph,28/05/2015,Y,193675,,
5740,Design,10/11/2008,Y,122871,15.8,
28190,Print,07/03/2011,Y,143825,185,120
5053,Illustrated Book,06/10/1964,N,30248,23,17.1
6536,Illustrated Book,08/06/1965,N,19347,32,22.3
3745,Photograph,19/05/2016,Y,200458,30.5,22.7
511,Illustrated Book,06/10/1964,Y,20563,7.1,8.4
7967,Drawing,10/02/2004,Y,89631,57.1501,76.5177
4278,Print,30/01/1985,Y,18247,26.5,25
7618,Drawing,10/05/2005,Y,97617,48.89509779,38.1000762
229,Photograph,06/03/1968,N,39198,,
42362,Architecture,15/10/2012,Y,168762,29.52755906,41.91008382
101,Design,18/02/1943,N,163125,,
5743,Sculpture,06/10/2005,Y,100233,91.4402,109.2202
1646,Illustrated Book,06/10/1964,N,25490,19,21.5
229,Photograph,06/03/1968,Y,41075,,
23390,Design,09/03/2011,Y,145055,18.41503683,23.49504699
41829,Print,07/02/2013,N,169411,,
229,Photograph,06/03/1968,Y,43697,,
1500,Illustrated Book,06/10/1964,N,24530,29,23.8
1878,Print,06/03/1997,Y,61829,15.5,10.5
1055,Illustrated Book,06/10/1964,N,23114,37.6,28.6
38678,Installation,13/10/2010,N,141897,74.93014986,123.0314961
41829,Print,07/02/2013,N,169254,,
229,Photograph,06/03/1968,Y,41139,,
649,Print,20/05/1999,N,134165,27.4,21.1
3692,Print,24/01/1995,Y,60750,23.4,30.2
2002,Photograph,12/10/2000,Y,50427,13.335,20.32
5677,Photograph,15/01/1986,N,46303,35,43.5
520,Design,07/10/1968,N,8721,,
3373,Photograph,15/06/1995,Y,53898,14.4,11.1
37001,Multiple,08/10/2008,N,161245,12,10
21398,Multiple,08/10/2008,Y,131778,8.1,41.8
710,Print,03/10/2012,Y,163538,12.5,21.3
710,Print,08/10/2008,N,119349,18,12.6
1974,Print,08/06/1965,Y,70502,55.8,43.2
209,Print,19/10/1950,N,149303,50,34
107,Illustrated Book,17/10/1978,N,19992,7.8,12.6
1633,Print,09/11/1965,Y,94631,30.7,40.2
18,Design,07/03/1968,Y,5098,88.9002,58.4201
710,Print,03/10/2012,Y,150485,30.2,25.2
2214,Photograph,11/05/1978,Y,52113,13.3,20
7653,Photograph,11/03/1993,Y,44878,16.4,11.2
3042,Print,02/05/1944,N,61301,13,20
38915,Installation,16/02/2012,Y,156763,0,0
5874,Drawing,12/01/1965,Y,33412,51.8,69.8
710,Drawing,09/06/2010,Y,119677,21.59004318,27.94005588
1152,Photograph,13/03/1980,N,52308,34,48.2
6377,Illustrated Book,,N,283879,19.2,21.5
7166,Mies van der Rohe Archive,06/11/1974,Y,106383,29.8,20.9
1093,Architecture,04/06/2015,Y,189842,10.16002032,10.16002032
745,Photograph,06/11/1968,Y,58124,17.8,23.8
1633,Print,06/12/1966,N,143821,,
26523,Photograph,09/10/2003,Y,89101,51,34.2
5021,Print,16/04/1969,Y,66523,72.2,62.5
6459,Frank Lloyd Wright Archive,,N,201106,76.2001524,88.9001778
5328,Photograph,10/12/1941,Y,56210,26.2,33.3
412,Drawing,13/04/1971,Y,36572,34,47.6
2316,Print,05/02/1968,Y,60852,35,43.2
2583,Illustrated Book,23/05/1984,Y,13308,13.6,17.5
1690,Photograph,22/05/1986,N,48839,29,44.1
1089,Design,16/12/1954,Y,7608,124.2,87.4
873,Video,19/05/2011,Y,146998,19,19
7694,Drawing,10/05/2005,Y,95785,35.5601,27.9401
5951,Design,19/10/2015,Y,198433,29.52755906,20.95504191
710,Print,08/10/2008,Y,119597,30.1,25.3
1547,Print,08/05/1972,Y,64708,65.4,52.1
3213,Illustrated Book,05/02/1968,Y,11185,29.5,26.9
37543,Drawing,10/02/2010,Y,130856,22.5,28
6089,Photograph,04/11/1943,N,94874,,
3814,Illustrated Book,29/09/1949,N,19175,16,11
1777,Photograph,20/10/1938,Y,52688,17.2,12.7
6998,Print,19/12/1958,N,67364,25.7,33
4496,Photograph,24/03/1983,N,52507,18.7,23.6
5640,Drawing,28/04/1981,Y,34062,20.3,12.7
710,Print,04/04/2002,Y,84169,29.5,29.5
38004,Design,10/03/2010,Y,134555,,
8595,Photograph,,Y,405256,,
67980,Multiple,18/10/2017,N,274155,71,101.6
229,Photograph,06/03/1968,N,41718,,
4192,Photograph,11/02/1964,N,47785,,
28698,Drawing,10/05/2005,Y,96579,27.9,37.5
6459,Architecture,03/05/1994,Y,998,32.3851,111.1252
6275,Print,05/04/1940,N,76913,6.7,2.7
5983,Print,20/11/2003,Y,89125,38.8938,57.4676
6399,Photograph,05/03/1969,N,46752,34.2,22.8
617,Drawing,13/06/1935,Y,33400,34.9,42.5
4266,Print,04/06/1985,Y,63082,55,40.5
6077,Illustrated Book,06/10/1964,N,24956,19,20.4
1188,Photograph,18/12/1986,Y,52711,18.5,23.4
6287,Photograph,13/01/1994,N,45527,23,34
5634,Periodical,,N,183652,27.5,18.2
86,Design,04/12/1957,N,6125,,
3528,Print,12/03/1996,Y,60696,26,19.68503937
5281,Drawing,,Y,221769,,
5318,Illustrated Book,06/10/1964,N,30946,29.1,24.2
2923,Print,28/10/1969,Y,74612,70.5,55.3
5984,Drawing,10/09/1985,N,38363,43.8151,34.2901
5281,Print,16/05/2011,Y,148374,23.8,28.5
37228,Print,27/10/2015,Y,196003,20,17.5
2801,Print,10/01/1974,Y,77772,53.3,37
3832,Illustrated Book,06/10/1964,N,28357,29.5,22.1
710,Print,26/05/1994,Y,66168,80.8,60
472,Print,10/01/1974,Y,75319,13.8,11
2112,Print,03/11/1966,N,70784,35.7,26.4
2187,Sculpture,04/04/1956,Y,81102,44.4,12.7
1750,Illustrated Book,06/10/1964,N,25897,32.5,20.8
4128,Photograph,22/04/1959,N,50116,34.8,23.2
2015,Photograph,,N,44567,16.5,22.9
511,Illustrated Book,06/10/1964,N,20745,23.7,16.9
229,Photograph,06/03/1968,Y,39099,,
5643,Illustrated Book,24/01/2001,N,26174,23.9,20.4
8059,Mies van der Rohe Archive,,N,148333,58.10261621,66.99263399
34,Design,17/05/1983,Y,3577,76.2,75.3
27712,Drawing,10/05/2005,Y,95875,27.9401,35.5601
2909,Design,11/04/1972,Y,1861,20.1,35.9
49197,Photograph,28/01/2016,Y,200010,27.46380493,38.73507747
5631,Photograph,27/10/1970,Y,55718,19,22.2
1832,Design,19/10/2015,Y,196994,29.52755906,22.86004572
8059,Mies van der Rohe Archive,,N,149714,53.97510795,109.5377191
38240,Design,15/09/2010,N,137452,79,168
6905,Print,05/06/2003,Y,92957,91.1862,69.8501
8474,Multiple,24/05/2001,Y,76871,27.3,27.8
2837,Architecture,04/05/1993,Y,228,65,105
3373,Photograph,15/06/1995,N,50766,25.8,23.5
5981,Drawing,09/05/2006,Y,102373,27.9401,40.6401
6520,Illustrated Book,08/10/2008,N,168650,19.2,21
3640,Illustrated Book,16/01/1990,N,10173,20.9,15.7
25520,Illustrated Book,07/03/2007,N,107537,28,21
6288,Drawing,05/11/2018,N,289459,32.06756414,47.94259589
4613,Drawing,13/03/1947,Y,33298,24.4,18.7
6004,Photograph,01/10/1974,N,52968,21.3,16.4
7166,Mies van der Rohe Archive,06/11/1974,N,106927,15.2,20.9
229,Photograph,06/03/1968,N,42814,,
5084,Drawing,10/05/2005,Y,97219,55.8801,63.5001
6399,Photograph,11/10/2007,Y,111125,22,33
2898,Print,08/03/2005,N,98849,55.8801,71.1201
2569,Print,30/09/1954,Y,67303,19.6,24.8
922,Sculpture,12/12/1955,Y,81410,9.2,12.1
3791,Illustrated Book,22/05/1978,N,17398,19.7,47.2
3514,Print,04/12/1979,Y,75537,43.2,51
1164,Photograph,27/10/1970,Y,140556,18.8,13.9
3562,Design,04/12/1957,Y,6321,116.3,75.3
39164,Architecture,07/06/2012,Y,161190,33.02006604,123.507747
665,Illustrated Book,06/10/1964,N,21573,28,20
7017,Photograph,11/06/1998,Y,52055,37,38.1
1500,Illustrated Book,06/10/1964,N,24571,29.4,24.6
6015,Design,01/04/1934,Y,2753,11.4,
21398,Print,08/10/2008,Y,192955,6.6,6.5
7521,Drawing,10/10/2000,Y,36055,125.1,69.8
4677,Print,10/01/1974,N,77931,56.9,56.7
2471,Print,06/04/1954,Y,61641,24.2,17.1
710,Print,12/11/1996,Y,71984,11.7,24.2
4415,Video,01/07/1997,N,120476,,
23323,Illustrated Book,24/01/2001,N,30075,21.6,14.5
6621,Multiple,19/02/2014,Y,175659,0,0
33388,Architecture,06/02/2008,Y,111254,91.4402,135.2553
710,Print,03/10/2012,N,150699,22.7,16.3
5145,Photograph,28/05/2015,Y,194053,,
32313,Film,,Y,107631,,
2943,Drawing,08/04/2008,Y,116348,44.4500889,33.02006604
710,Print,03/10/2012,Y,150505,30.5,25.8
3660,Print,11/10/1950,N,66474,47.5,34.2
5456,Photograph,27/03/1985,Y,46597,30.5,22.1
7166,Mies van der Rohe Archive,11/01/1966,Y,783,76.2002,50.8001
8595,Photograph,26/10/2017,Y,277433,5.08001016,5.08001016
3650,Photograph,15/10/1992,Y,52910,28,35.6
1490,Drawing,24/04/1950,Y,33773,20.3,26.7
35634,Video,27/09/2005,N,120394,,
30876,Drawing,04/04/2019,Y,299275,,
5349,Drawing,05/05/1993,Y,35530,378.5,200.7
4609,Print,19/12/1956,Y,74030,55.2,37.8
665,Illustrated Book,06/10/1964,Y,21379,12.9,9.3
6532,Illustrated Book,06/10/1964,N,31598,32.3,24.7
4514,Illustrated Book,06/10/1964,N,29247,35.7,25.9
2204,Illustrated Book,15/11/1950,N,16154,18,24.8
60,Photograph,01/05/1968,N,58287,18.6,21.6
1089,Design,18/10/1967,Y,8981,39.7,30.1
1777,Photograph,05/05/1970,Y,48654,11.7,17.3
6378,Drawing,13/05/1980,Y,38556,75.9,56.8
2719,Illustrated Book,20/05/1952,N,11392,32,25.8
